ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,IS_PENSIONER,EMPLOYMENT_YEARS,INCOME_PER_FAMILY_MEMBER,INCOME_BAND,TARGET
5017783,M,Y,N,0,156371.26,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,20.4,0,2.3,78185.63,Medium,0
5017784,M,Y,Y,0,69402.71,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Drivers,2,36.3,0,2.4,34701.36,Low,0
5017785,M,Y,N,2,55916.2,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,4,52.1,0,3.2,13979.05,Low,1
5017786,M,Y,Y,1,27000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,High skill tech staff,2,37.1,0,2.5,13500.0,Low,0
5017787,F,Y,Y,2,54228.09,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,1,1,Security staff,4,28.9,0,1.2,13557.02,Low,0
5017788,M,Y,Y,0,36689.9,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,46.8,0,13.9,18344.95,Low,0
5017789,M,N,Y,1,107399.63,Commercial associate,Higher education,Married,House / apartment,0,0,1,Sales staff,3,39.2,0,5.9,35799.88,Medium,0
5017790,F,N,Y,1,66279.23,Working,Higher education,Married,Co-op apartment,0,0,0,Medicine staff,3,33.1,0,2.2,22093.08,Low,0
5017791,F,N,N,0,37800.76,Working,Secondary / secondary special,Widow,Rented apartment,1,0,0,Cooking staff,2,31.9,0,11.4,18900.38,Low,1
5017792,M,N,N,1,96116.73,Working,Higher education,Civil marriage,Municipal apartment,0,1,0,Cooking staff,3,42.6,0,1.6,32038.91,Low,0
5017793,F,N,N,1,85687.46,Working,Secondary / secondary special,Civil marriage,Co-op apartment,0,0,1,Cooking staff,3,31.2,0,0.9,28562.49,Low,0
5017794,F,N,N,0,41487.81,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,41.1,0,0.6,20743.9,Low,0
5017795,M,N,Y,0,155847.67,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,35.6,0,5.1,77923.84,Medium,1
5017796,M,Y,Y,0,50195.77,Pensioner,Higher education,Married,House / apartment,0,0,0,Drivers,2,52.1,1,0.0,25097.88,Low,1
5017797,F,Y,N,1,98546.54,Pensioner,Secondary / secondary special,Married,With parents,0,0,0,Cleaning staff,3,52.8,1,0.0,32848.85,Low,1
5017798,M,N,N,1,68703.74,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,0,Core staff,3,37.9,0,3.6,22901.25,Low,1
5017799,F,Y,N,0,166651.7,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,32.6,0,4.6,83325.85,Medium,1
5017800,F,Y,Y,0,115913.83,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,36.9,0,2.9,57956.92,Medium,0
5017801,F,Y,Y,0,42231.25,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,46.1,0,4.3,21115.62,Low,0
5017802,M,N,N,0,181648.97,Working,Secondary / secondary special,Separated,House / apartment,0,1,1,Managers,2,35.5,0,0.3,90824.48,Medium,1
5017803,M,Y,N,1,38816.27,State servant,Secondary / secondary special,Separated,With parents,0,1,1,Accountants,3,36.0,0,2.5,12938.76,Low,0
5017804,F,N,Y,2,43060.15,Working,Incomplete higher,Single / not married,House / apartment,0,0,1,Laborers,3,52.7,0,8.5,14353.38,Low,1
5017805,F,Y,Y,0,164674.44,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,1,0,Drivers,2,53.2,0,0.9,82337.22,Medium,0
5017806,M,N,Y,0,72128.31,Commercial associate,Secondary / secondary special,Married,With parents,0,1,0,Private service staff,2,51.5,0,0.0,36064.16,Low,1
5017807,F,N,Y,2,85483.62,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,4,26.6,0,1.5,21370.9,Low,0
5017808,M,Y,Y,0,90356.57,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,20.4,1,0.0,45178.28,Low,1
5017809,M,N,N,1,42686.59,Working,Secondary / secondary special,Widow,House / apartment,0,1,0,Sales staff,3,37.3,0,4.8,14228.86,Low,0
5017810,F,N,N,0,187267.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Drivers,2,42.3,0,0.4,93633.5,Medium,1
5017811,M,N,N,1,219091.35,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Accountants,3,33.3,0,2.5,73030.45,High,0
5017812,M,N,N,0,28732.89,Working,Secondary / secondary special,Single / not married,With parents,0,1,0,Cleaning staff,1,61.4,0,1.2,28732.89,Low,0
5017813,M,N,N,0,58399.55,Pensioner,Higher education,Married,House / apartment,0,0,0,Cleaning staff,2,42.9,1,0.0,29199.78,Low,0
5017814,F,N,Y,3,102737.32,State servant,Secondary / secondary special,Married,With parents,0,0,0,Accountants,5,44.0,0,1.6,20547.46,Medium,0
5017815,M,Y,Y,0,69154.11,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,40.3,0,17.9,34577.06,Low,0
5017816,F,N,Y,0,55733.84,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,46.3,0,6.7,27866.92,Low,1
5017817,F,Y,N,3,96851.15,Working,Higher education,Married,House / apartment,0,0,0,Core staff,5,57.2,0,4.9,19370.23,Low,0
5017818,F,Y,N,0,101707.64,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,2,24.4,1,0.0,50853.82,Medium,1
5017819,M,N,Y,0,170418.11,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,1,54.6,1,0.0,170418.11,Medium,1
5017820,F,Y,Y,1,30727.3,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,Accountants,3,47.5,0,3.6,10242.43,Low,1
5017821,M,N,Y,2,44168.06,Working,Higher education,Married,With parents,1,0,0,Drivers,4,48.0,0,0.7,11042.02,Low,0
5017822,F,N,Y,1,50161.85,Working,Lower secondary,Married,With parents,0,0,0,Security staff,3,56.8,0,17.0,16720.62,Low,1
5017823,M,N,Y,2,242410.64,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Security staff,3,44.0,0,0.7,80803.55,High,1
5017824,M,Y,N,2,155590.31,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,20.0,0,8.4,38897.58,Medium,0
5017825,F,Y,Y,0,83913.46,Working,Lower secondary,Single / not married,House / apartment,0,0,0,Drivers,1,61.0,0,0.0,83913.46,Low,1
5017826,M,N,N,1,70117.11,Working,Secondary / secondary special,Separated,House / apartment,0,1,1,Drivers,3,34.1,0,3.0,23372.37,Low,1
5017827,M,N,Y,1,91164.82,Pensioner,Higher education,Single / not married,With parents,0,0,0,Security staff,2,32.1,1,0.0,45582.41,Low,1
5017828,M,Y,Y,0,131572.59,Working,Incomplete higher,Civil marriage,With parents,0,0,0,Core staff,2,55.3,0,4.2,65786.3,Medium,0
5017829,F,N,Y,0,64429.28,Working,Higher education,Married,House / apartment,1,0,0,Security staff,2,51.0,0,16.2,32214.64,Low,0
5017830,M,N,N,2,83857.96,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,46.7,0,1.4,20964.49,Low,0
5017831,M,Y,Y,4,61794.96,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Accountants,6,30.6,0,7.9,10299.16,Low,0
5017832,M,N,N,1,36399.82,Working,Secondary / secondary special,Married,Municipal apartment,0,0,1,Laborers,3,41.3,0,2.1,12133.27,Low,0
5017833,F,Y,Y,1,29888.54,State servant,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,2,56.8,0,1.5,14944.27,Low,0
5017834,M,N,N,0,51767.46,Working,Higher education,Married,Rented apartment,1,0,0,Managers,2,20.8,0,0.6,25883.73,Low,1
5017835,M,Y,Y,0,60702.75,Working,Lower secondary,Married,Municipal apartment,0,0,0,Drivers,2,56.1,0,9.7,30351.38,Low,0
5017836,M,Y,Y,1,90973.77,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,2,46.8,0,7.7,45486.88,Low,1
5017837,M,N,Y,0,83639.82,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Medicine staff,1,32.9,0,1.5,83639.82,Low,0
5017838,F,Y,Y,1,36478.39,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,3,66.2,0,2.8,12159.46,Low,1
5017839,F,N,Y,0,73476.08,Pensioner,Lower secondary,Single / not married,Municipal apartment,1,0,0,Sales staff,1,28.3,1,0.0,73476.08,Low,0
5017840,F,Y,Y,0,55659.75,Working,Higher education,Married,House / apartment,0,0,0,Accountants,2,31.6,0,5.2,27829.88,Low,0
5017841,M,N,N,0,64555.88,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2,32.9,0,7.2,32277.94,Low,0
5017842,F,N,N,0,76125.59,Pensioner,Higher education,Single / not married,House / apartment,0,1,0,Private service staff,1,21.9,1,0.0,76125.59,Low,1
5017843,M,N,Y,1,138761.88,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,3,49.0,0,10.6,46253.96,Medium,1
5017844,F,Y,N,0,58102.92,Working,Secondary / secondary special,Married,House / apartment,0,1,1,High skill tech staff,2,33.2,0,5.8,29051.46,Low,1
5017845,M,Y,N,0,169249.44,Pensioner,Secondary / secondary special,Married,Rented apartment,0,1,0,Cooking staff,2,32.4,1,0.0,84624.72,Medium,1
5017846,F,N,N,0,38176.4,Working,Higher education,Separated,House / apartment,0,0,0,Drivers,2,38.3,0,0.4,19088.2,Low,0
5017847,M,Y,Y,1,47157.81,State servant,Secondary / secondary special,Widow,House / apartment,0,0,0,Managers,3,43.9,0,9.3,15719.27,Low,1
5017848,M,N,Y,0,69694.74,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,41.2,0,1.5,34847.37,Low,0
5017849,F,N,Y,1,40759.36,Working,Lower secondary,Married,Co-op apartment,0,1,0,Security staff,3,36.0,0,5.3,13586.45,Low,0
5017850,F,N,Y,0,37805.09,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Medicine staff,1,55.9,0,14.6,37805.09,Low,0
5017851,F,Y,N,0,75869.33,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,2,36.3,0,5.1,37934.66,Low,1
5017852,F,N,Y,2,37711.29,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Private service staff,4,40.6,0,4.8,9427.82,Low,0
5017853,F,N,N,0,45260.88,Student,Academic degree,Married,House / apartment,0,1,0,High skill tech staff,2,55.6,0,8.5,22630.44,Low,0
5017854,M,N,Y,0,70177.59,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,34.6,0,4.6,35088.8,Low,1
5017855,F,N,Y,2,171348.55,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,1,1,0,Security staff,3,31.6,1,0.0,57116.18,Medium,1
5017856,F,Y,N,3,66437.84,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,5,37.8,0,2.3,13287.57,Low,0
5017857,F,N,Y,0,78059.55,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Laborers,1,44.9,0,1.5,78059.55,Low,0
5017858,M,N,Y,0,41157.13,Working,Higher education,Married,House / apartment,0,0,0,Medicine staff,2,51.8,0,10.5,20578.56,Low,1
5017859,F,Y,Y,0,43295.96,Pensioner,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,41.8,1,0.0,21647.98,Low,1
5017860,F,Y,Y,1,27000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,Cooking staff,3,20.0,0,5.8,9000.0,Low,0
5017861,M,Y,N,1,44719.95,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,1,1,Private service staff,2,40.1,0,9.4,22359.98,Low,0
5017862,M,N,Y,1,107201.81,Working,Higher education,Married,House / apartment,1,1,0,Cooking staff,3,50.7,0,2.3,35733.94,Medium,0
5017863,M,N,Y,1,54858.12,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,3,47.6,0,12.3,18286.04,Low,1
5017864,F,Y,N,3,78864.06,Working,Higher education,Married,House / apartment,1,1,0,Core staff,5,33.5,0,0.6,15772.81,Low,0
5017865,M,N,Y,2,81764.51,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0,1,1,Private service staff,4,30.2,0,3.0,20441.13,Low,1
5017866,M,N,Y,0,105664.14,Student,Higher education,Married,With parents,1,1,0,Private service staff,2,42.8,0,7.5,52832.07,Medium,0
5017867,M,N,Y,0,167672.32,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1,38.5,0,4.8,167672.32,Medium,0
5017868,F,N,Y,0,99065.48,Working,Secondary / secondary special,Married,House / apartment,0,1,1,High skill tech staff,2,36.4,0,3.8,49532.74,Low,0
5017869,M,N,Y,0,64915.71,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Drivers,1,70.0,0,1.5,64915.71,Low,1
5017870,M,N,Y,3,108923.33,Commercial associate,Lower secondary,Widow,House / apartment,0,0,0,Managers,5,47.7,0,12.9,21784.67,Medium,1
5017871,F,Y,Y,0,85138.98,Commercial associate,Higher education,Separated,House / apartment,0,0,0,Medicine staff,2,26.1,0,12.2,42569.49,Low,1
5017872,F,N,Y,1,27000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,3,54.6,0,13.5,9000.0,Low,1
5017873,M,N,Y,2,40146.94,Student,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,4,46.5,0,0.9,10036.74,Low,0
5017874,F,Y,N,0,65351.19,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,Security staff,2,52.7,1,0.0,32675.6,Low,1
5017875,F,Y,N,2,54579.82,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,37.3,0,3.1,13644.96,Low,1
5017876,M,Y,Y,2,68768.85,Working,Lower secondary,Married,House / apartment,0,0,0,Medicine staff,4,48.1,0,18.2,17192.21,Low,0
5017877,M,N,N,0,27000.0,Pensioner,Higher education,Separated,House / apartment,0,1,0,Core staff,2,47.3,1,0.0,13500.0,Low,1
5017878,F,N,Y,0,111370.72,Pensioner,Higher education,Married,House / apartment,0,0,0,Core staff,2,38.0,1,0.0,55685.36,Medium,1
5017879,M,N,Y,0,71322.76,Commercial associate,Higher education,Married,With parents,0,1,0,Medicine staff,2,37.7,0,2.4,35661.38,Low,1
5017880,M,N,Y,0,134339.87,Working,Higher education,Married,House / apartment,0,0,0,Sales staff,2,44.5,0,16.6,67169.94,Medium,1
5017881,F,Y,Y,1,74078.08,Working,Secondary / secondary special,Married,With parents,0,1,1,Managers,3,55.3,0,14.1,24692.69,Low,0
5017882,F,N,Y,4,80865.26,Working,Lower secondary,Married,House / apartment,0,0,0,Cleaning staff,6,39.5,0,3.7,13477.54,Low,0
5017883,F,Y,Y,0,43568.45,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2,66.7,0,3.5,21784.22,Low,0
5017884,M,Y,N,0,40031.57,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Drivers,1,48.3,0,4.1,40031.57,Low,1
5017885,F,Y,N,0,78147.74,Commercial associate,Lower secondary,Married,House / apartment,1,0,0,Core staff,2,60.8,0,5.9,39073.87,Low,1
5017886,M,Y,Y,3,73211.13,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,5,38.8,0,6.6,14642.23,Low,0
5017887,F,Y,Y,1,32181.24,Working,Higher education,Married,House / apartment,0,0,0,Managers,3,36.3,0,14.2,10727.08,Low,1
5017888,F,Y,N,0,117013.31,Working,Higher education,Married,House / apartment,0,1,0,Cooking staff,2,40.9,0,2.6,58506.66,Medium,1
5017889,F,N,Y,2,74979.72,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,4,50.9,0,0.4,18744.93,Low,1
5017890,M,Y,Y,3,56780.21,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Private service staff,4,36.2,0,3.5,14195.05,Low,0
5017891,F,Y,N,0,47343.93,Working,Higher education,Separated,Rented apartment,0,0,0,Core staff,2,29.1,0,11.1,23671.96,Low,1
5017892,F,N,N,0,106747.9,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,51.7,0,7.3,53373.95,Medium,0
5017893,F,N,Y,0,51643.37,Working,Secondary / secondary special,Married,With parents,0,0,0,Sales staff,2,27.1,0,8.1,25821.68,Low,0
5017894,M,Y,N,0,82297.75,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2,31.2,0,6.4,41148.88,Low,1
5017895,F,Y,N,0,67228.87,Working,Incomplete higher,Married,House / apartment,0,0,0,Drivers,2,43.5,0,9.8,33614.44,Low,0
5017896,M,N,Y,0,56097.04,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,2,38.5,1,0.0,28048.52,Low,1
5017897,F,N,Y,2,38215.03,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Accountants,4,50.8,0,5.7,9553.76,Low,0
5017898,F,Y,Y,0,140171.07,Commercial associate,Secondary / secondary special,Married,With parents,0,1,0,Private service staff,2,37.3,0,1.9,70085.54,Medium,0
5017899,M,Y,N,0,44242.09,Commercial associate,Higher education,Married,Municipal apartment,0,1,1,Core staff,2,62.0,0,6.6,22121.04,Low,1
5017900,M,N,N,0,47533.83,Pensioner,Higher education,Married,House / apartment,0,0,0,Drivers,2,42.6,1,0.0,23766.92,Low,1
5017901,M,N,Y,0,142825.12,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,Medicine staff,2,44.0,0,6.2,71412.56,Medium,1
5017902,F,N,N,1,69497.65,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Managers,2,61.7,0,9.4,34748.82,Low,1
5017903,M,Y,N,0,85816.15,Commercial associate,Higher education,Widow,House / apartment,0,1,0,High skill tech staff,2,55.0,0,6.4,42908.08,Low,1
5017904,F,Y,Y,4,155912.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,0,0,Laborers,6,53.6,0,3.3,25985.33,Medium,0
5017905,F,N,Y,0,154023.32,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Core staff,1,55.5,1,0.0,154023.32,Medium,1
5017906,M,N,N,0,55578.3,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2,44.2,0,11.5,27789.15,Low,1
5017907,M,Y,Y,2,130090.05,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,Managers,4,34.0,0,3.5,32522.51,Medium,0
5017908,F,N,N,4,32803.31,Working,Secondary / secondary special,Married,House / apartment,1,1,0,High skill tech staff,6,31.6,0,2.9,5467.22,Low,0
5017909,F,Y,Y,3,30359.92,State servant,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Sales staff,4,26.7,0,1.5,7589.98,Low,0
5017910,M,N,Y,2,74775.77,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,4,43.0,0,3.5,18693.94,Low,0
5017911,M,Y,N,4,70108.33,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Managers,6,40.4,1,0.0,11684.72,Low,0
5017912,F,N,N,2,101090.62,Working,Higher education,Single / not married,House / apartment,0,1,0,Medicine staff,3,32.8,0,1.5,33696.87,Medium,0
5017913,F,N,N,0,95921.57,Working,Secondary / secondary special,Married,With parents,1,0,0,Sales staff,2,24.8,0,0.5,47960.78,Low,0
5017914,M,N,Y,2,103342.65,Working,Higher education,Married,House / apartment,0,1,0,High skill tech staff,4,54.5,0,5.6,25835.66,Medium,0
5017915,M,N,Y,0,162943.79,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,0,Laborers,2,33.5,0,10.2,81471.9,Medium,1
5017916,M,Y,Y,0,195132.46,State servant,Incomplete higher,Married,House / apartment,0,0,0,Drivers,2,28.1,0,0.3,97566.23,Medium,0
5017917,F,N,N,0,113413.3,Working,Higher education,Married,House / apartment,1,1,1,Core staff,2,28.5,0,2.7,56706.65,Medium,0
5017918,M,Y,Y,1,72338.75,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Cooking staff,3,51.2,0,6.3,24112.92,Low,0
5017919,F,N,N,1,65988.31,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,3,31.2,0,0.5,21996.1,Low,0
5017920,M,Y,Y,2,72602.19,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,4,36.4,0,0.7,18150.55,Low,0
5017921,F,N,Y,0,54883.59,Commercial associate,Incomplete higher,Separated,House / apartment,0,0,0,Core staff,2,42.2,0,1.6,27441.8,Low,0
5017922,F,N,Y,0,116055.17,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Cooking staff,1,41.5,0,11.8,116055.17,Medium,1
5017923,F,Y,N,0,123051.11,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Drivers,2,35.3,0,5.5,61525.56,Medium,0
5017924,M,N,Y,0,53252.51,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,40.3,0,2.0,53252.51,Low,0
